"","X","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","climate"
"455",455,"Hoplerythrinus unitaeniatus","Characiformes","Erythrinidae","Hoplerythrinus",3.5,"present","",719840,"","Hoplerythrinus_unitaeniatus","","tropical"
"456",456,"Larimichthys crocea","Perciformes","Sciaenidae","Larimichthys",3.5,"present","y",679823,"","Larimichthys_crocea","","subtropical"
"457",457,"Lepisosteus osseus","Semionotiformes","Lepisosteidae","Lepisosteus",3.5,"present","y",519445,"","Lepisosteus_osseus","","temperate"
"458",458,"Myloplus rubripinnis","Characiformes","Serrasalmidae","Myloplus",3.5,"present","",753357,"","Myloplus_rubripinnis","","tropical"
"459",459,"Notothenia coriiceps","Perciformes","Nototheniidae","Notothenia",3.5,"present","y",258643,"","Notothenia_coriiceps","","subtropical"
"460",460,"Paraliparis devriesi","Perciformes","Liparidae","Paraliparis",3.5,"present","",3631818,"","Paraliparis_devriesi","","polar"
"461",461,"Pimelodus maculatus","Siluriformes","Pimelodidae","Pimelodus",3.5,"present","y",386663,"","Pimelodus_maculatus","","tropical"
"462",462,"Rhoadsia altipinna","Characiformes","Characidae","Rhoadsia",3.5,"present","",3625978,"","Rhoadsia_altipinna","","NA"
"463",463,"Salminus hilarii","Characiformes","Bryconidae","Salminus",3.5,"present","",180301,"","Salminus_hilarii","","tropical"
"464",464,"Satan eurystomus","Siluriformes","Ictaluridae","Satan",3.5,"present","",3624005,"","Satan_eurystomus","","subtropical"
"465",465,"Schizodon nasutus","Characiformes","Anostomidae","Schizodon",3.5,"present","",469757,"","Schizodon_nasutus","","tropical"
"466",466,"Scorpaena porcus","Perciformes","Scorpaenidae","Scorpaena",3.5,"present","",223715,"","Scorpaena_porcus","","subtropical"
"467",467,"Tetragonopterus argenteus","Characiformes","Characidae","Tetragonopterus",3.5,"present","",282555,"","Tetragonopterus_argenteus","","tropical"
"468",468,"Trematomus bernacchii","Perciformes","Nototheniidae","Trematomus",3.5,"present","y",985361,"","Trematomus_bernacchii","","subtropical"
"469",469,"Trematomus lepidorhinus","Perciformes","Nototheniidae","Trematomus",3.5,"present","",985371,"","Trematomus_lepidorhinus","","polar"
"470",470,"Trematomus loennbergii","Perciformes","Nototheniidae","Trematomus",3.5,"present","y",985377,"","Trematomus_loennbergii","","subtropical"
"471",471,"Amblyopsis spelaea","Percopsiformes","Amblyopsidae","Amblyopsis",1,"present","y",223533,"","Amblyopsis_spelaea","","subtropical"
"472",472,"Boleophthalmus pectinirostris","Gobiiformes","Gobiidae","Boleophthalmus",3,"present","y",47553,"","Boleophthalmus_pectinirostris","","tropical"
"473",473,"Etroplus suratensis","Cichliformes","Cichlidae","Etroplus",1,"present","y",640316,"","Etroplus_suratensis","","tropical"
"474",474,"Gadus morhua (species in domain Eukaryota)","Gadiformes","Gadidae","Gadus",0,"absent","y",114170,"","Gadus_morhua (species in domain Eukaryota)","","NA"
"475",475,"Astronotus ocellatus","Cichliformes","Cichlidae","Astronotus",3,"present","",952936,"","Astronotus_ocellatus","","tropical"
"476",476,"Andinoacara latifrons","Cichliformes","Cichlidae","Andinoacara",3,"present","",334264,"","Andinoacara_latifrons","","tropical"
"477",477,"Rocio octofasciata","Cichliformes","Cichlidae","Rocio",3,"present","",570005,"","Rocio_octofasciata","","NA"
"478",478,"Heros severus","Cichliformes","Cichlidae","Heros",3,"present","",547065,"","Heros_severus","","tropical"
"479",479,"Haplochromis sp.","Cichliformes","Cichlidae","Haplochromis",0,"absent","",737833,"not_otu, incertae_sedis","Haplochromis_sp.","","NA"
"480",480,"Pelvicachromis taeniatus","Cichliformes","Cichlidae","Pelvicachromis",0,"absent","y",66663,"","Pelvicachromis_taeniatus","","tropical"
"481",481,"Steatocranus casuarius","Cichliformes","Cichlidae","Steatocranus",0,"absent","",911145,"","Steatocranus_casuarius","",""
"482",482,"Melanochromis auratus","Cichliformes","Cichlidae","Melanochromis",0,"absent","y",855526,"","Melanochromis_auratus","","NA"
"483",483,"Oreochromis esculentus","Cichliformes","Cichlidae","Oreochromis",0,"absent","",406449,"sibling_higher","Oreochromis_esculentus","","tropical"
"484",484,"Coptodon zillii","Cichliformes","Cichlidae","Coptodon",0,"absent","",862692,"","Coptodon_zillii","","tropical"
"485",485,"Oreochromis spilurus","Cichliformes","Cichlidae","Oreochromis",0,"absent","y",5558327,"sibling_higher","Oreochromis_spilurus","","tropical"
"486",486,"Tilapia sparrmanii","Cichliformes","Cichlidae","Tilapia",0,"absent","y",911151,"","Tilapia_sparrmanii","","tropical"
"487",487,"Oreochromis variabilis","Cichliformes","Cichlidae","Oreochromis",0,"absent","",688559,"sibling_higher","Oreochromis_variabilis","","tropical"
"488",488,"Tor putitora","Cypriniformes","Cyprinidae","Tor",NA,"present","",720179,"","Tor_putitora","","subtropical"
"489",489,"Gadella jordani","Gadiformes","Moridae","Gadella",3,"present","",89173,"","Gadella_jordani","","subtropical"
"490",490,"Gadus chalcogrammus","Gadiformes","Gadidae","Gadus",3,"present","y",1056842,"","Gadus_chalcogrammus","","polar"
"491",491,"Bregmaceros japonicus","Gadiformes","Bregmacerotidae","Bregmaceros",0,"absent","",3630525,"","Bregmaceros_japonicus","","subtropical"
"492",492,"Coelorinchus smithi","Gadiformes","Macrouridae","Coelorinchus",3,"present","",759483,"","Coelorinchus_smithi","","subtropical"
"493",493,"Opsanus beta","Batrachoidiformes","Batrachoididae","Opsanus",1,"present","y",478186,"","Opsanus_beta","","tropical"
"494",494,"Microlepidogaster perforatus","Siluriformes","Loricariidae","Microlepidogaster",0,"absent","",949995,"","Microlepidogaster_perforatus","y","NA"
"495",495,"Hypostomus ancistroides","Siluriformes","Loricariidae","Hypostomus",0,"absent","",698168,"","Hypostomus_ancistroides","y","tropical"
"496",496,"Eurycheilichthys pantherinus","Siluriformes","Loricariidae","Eurycheilichthys",0,"absent","",78431,"","Eurycheilichthys_pantherinus","y","subtropical"
"497",497,"Acestridium discus","Siluriformes","Loricariidae","Acestridium",0,"absent","",925559,"","Acestridium_discus","y","tropical"
"498",498,"Neoplecostomus langeanii","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",92659,"","Neoplecostomus_langeanii","y","tropical"
"499",499,"Otothyris rostrata","Siluriformes","Loricariidae","Otothyris",0,"absent","",3622970,"","Otothyris_rostrata","y","NA"
"500",500,"Epactionotus bilineatus","Siluriformes","Loricariidae","Epactionotus",0,"absent","",1013586,"","Epactionotus_bilineatus","y","NA"
"501",501,"Chauliocheilos saxatilis","Siluriformes","Loricariidae","Chauliocheilos",0,"absent","",6141697,"","Chauliocheilos_saxatilis","y","tropical"
"502",502,"Neoplecostomus microps","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",122084,"","Neoplecostomus_microps","y","NA"
"503",503,"Oxyropsis wrightiana","Siluriformes","Loricariidae","Oxyropsis",0,"absent","",983234,"","Oxyropsis_wrightiana","y","tropical"
"504",504,"Plesioptopoma curvidens","Siluriformes","Loricariidae","Plesioptopoma",0,"absent","",92600,"","Plesioptopoma_curvidens","y","tropical"
"505",505,"Delturus carinotus","Siluriformes","Loricariidae","Delturus",3,"present","",440099,"","Delturus_carinotus","","NA"
"506",506,"Corumbataia cuestae","Siluriformes","Loricariidae","Corumbataia",0,"absent","",969822,"","Corumbataia_cuestae","y","NA"
"507",507,"Otothyropsis marapoama","Siluriformes","Loricariidae","Otothyropsis",0,"absent","",549974,"","Otothyropsis_marapoama","y","tropical"
"508",508,"Otothyris lophophanes","Siluriformes","Loricariidae","Otothyris",0,"absent","",3622971,"","Otothyris_lophophanes","y","NA"
"509",509,"Neoplecostomus yapo","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",921240,"","Neoplecostomus_yapo","y","tropical"
"510",510,"Neoplecostomus ribeirensis","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",144216,"","Neoplecostomus_ribeirensis","y","NA"
"511",511,"Otocinclus affinis","Siluriformes","Loricariidae","Otocinclus",0,"absent","",122089,"","Otocinclus_affinis","y","NA"
"512",512,"Schizolecis guntheri","Siluriformes","Loricariidae","Schizolecis",0,"absent","",950003,"","Schizolecis_guntheri","y","NA"
"513",513,"Pareiorhina rudolphi","Siluriformes","Loricariidae","Pareiorhina",0,"absent","",1076718,"","Pareiorhina_rudolphi","y","tropical"
"514",514,"Neoplecostomus selenae","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",856545,"","Neoplecostomus_selenae","y","tropical"
"515",515,"Isbrueckerichthys duseni","Siluriformes","Loricariidae","Isbrueckerichthys",0,"absent","",549964,"","Isbrueckerichthys_duseni","y","NA"
"516",516,"Gymnotocinclus anosteos","Siluriformes","Loricariidae","Gymnotocinclus",0,"absent","",406942,"","Gymnotocinclus_anosteos","y","tropical"
"517",517,"Parotocinclus jumbo","Siluriformes","Loricariidae","Parotocinclus",0,"absent","",346677,"","Parotocinclus_jumbo","y","NA"
"518",518,"Pareiorhina carrancas","Siluriformes","Loricariidae","Pareiorhina",0,"absent","",144230,"","Pareiorhina_carrancas","y","tropical"
"519",519,"Parotocinclus prata","Siluriformes","Loricariidae","Parotocinclus",0,"absent","",3622952,"","Parotocinclus_prata","y","tropical"
"520",520,"Parotocinclus maculicauda","Siluriformes","Loricariidae","Parotocinclus",0,"absent","y",376395,"","Parotocinclus_maculicauda","y","NA"
"521",521,"Hisonotus francirochai","Siluriformes","Loricariidae","Hisonotus",0,"absent","",643600,"","Hisonotus_francirochai","y","tropical"
"522",522,"Curculionichthys insperatus","Siluriformes","Loricariidae","Curculionichthys",0,"absent","",7065742,"","Curculionichthys_insperatus","y","tropical"
"523",523,"Neoplecostomus corumba","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",650420,"","Neoplecostomus_corumba","y","tropical"
"524",524,"Kronichthys subteres","Siluriformes","Loricariidae","Kronichthys",0,"absent","",969748,"","Kronichthys_subteres","y","NA"
"525",525,"Hisonotus notatus","Siluriformes","Loricariidae","Hisonotus",0,"absent","",1078512,"","Hisonotus_notatus","y","NA"
"526",526,"Pareiorhaphis hystrix","Siluriformes","Loricariidae","Pareiorhaphis",0,"absent","",108998,"","Pareiorhaphis_hystrix","y","subtropical"
"527",527,"Rhinolekos britskii","Siluriformes","Loricariidae","Rhinolekos",0,"absent","",3623092,"","Rhinolekos_britskii","y","tropical"
"528",528,"Pimelodus argenteus","Siluriformes","Pimelodidae","Pimelodus",3,"present","",987382,"","Pimelodus_argenteus","","tropical"
"529",529,"Rhinelepis aspera","Siluriformes","Loricariidae","Rhinelepis",0,"absent","",1007247,"","Rhinelepis_aspera","y","tropical"
"530",530,"Rineloricaria lanceolata","Siluriformes","Loricariidae","Rineloricaria",0,"absent","",636429,"","Rineloricaria_lanceolata","y","tropical"
"531",531,"Rineloricaria latirostris","Siluriformes","Loricariidae","Rineloricaria",0,"absent","",3622736,"","Rineloricaria_latirostris","y","tropical"
"532",532,"Scleromystax barbatus","Siluriformes","Callichthyidae","Scleromystax",0,"absent","",841695,"","Scleromystax_barbatus","y","NA"
"533",533,"Myoxocephalus scorpius","Perciformes","Cottidae","Myoxocephalus",3.5,"present","y",942655,"","Myoxocephalus_scorpius","","polar"
"534",534,"Zoarces viviparus","Perciformes","Zoarcidae","Zoarces",3.5,"present","y",752564,"","Zoarces_viviparus","","temperate"
"535",535,"Callionymus lyra","Syngnathiformes","Callionymidae","Callionymus",3,"present","",795408,"","Callionymus_lyra","","subtropical"
"536",536,"Gobius niger","Gobiiformes","Gobiidae","Gobius",3,"present","y",1054967,"","Gobius_niger","","subtropical"
"537",537,"Symphodus melops","Labriformes","Labridae","Symphodus",4,"present","y",553191,"sibling_higher","Symphodus_melops","","subtropical, temperate"
"538",538,"Labrus bergylta","Labriformes","Labridae","Labrus",NA,"present","y",292710,"","Labrus_bergylta","","subtropical"
"539",539,"Liparis liparis","Perciformes","Liparidae","Liparis",3,"present","",566839,"","Liparis_liparis","","temperate"
"540",540,"Pollachius virens","Gadiformes","Gadidae","Pollachius",4,"present","y",62649,"","Pollachius_virens","","polar, temperate"
"541",541,"Raniceps raninus","Gadiformes","Gadidae","Raniceps",1,"present","",659845,"","Raniceps_raninus","","temperate"
"542",542,"Hippoglossus hippoglossus","Pleuronectiformes","Pleuronectidae","Hippoglossus",3.75,"present","y",408328,"","Hippoglossus_hippoglossus","","temperate"
"543",543,"Merlangius merlangus","Gadiformes","Gadidae","Merlangius",3,"present","y",635911,"","Merlangius_merlangus","","temperate"
"544",544,"Iniistius pavo","Labriformes","Labridae","Iniistius",NA,"present","",839457,"","Iniistius_pavo","","tropical"
"545",545,"Raja asterias","Rajiformes","Rajidae","Raja",NA,"present","",884658,"","Raja_asterias","","subtropical"
"546",546,"Cobitis taenia","Cypriniformes","Cobitidae","Cobitis",0,"absent","",14761,"","Cobitis_taenia","","temperate"
"547",547,"Lepadogaster lepadogaster","Blenniiformes","Gobiesocidae","Lepadogaster",0,"absent","",719435,"","Lepadogaster_lepadogaster","","subtropical"
"548",548,"Sinibotia reevesae","Cypriniformes","Botiidae","Sinibotia",1,"present","",3627672,"","Sinibotia_reevesae","","NA"
"549",549,"Silurus glanis","Siluriformes","Siluridae","Silurus",NA,"present","y",272344,"","Silurus_glanis","","temperate"
"550",550,"Myxine glutinosa","Myxiniformes","Myxinidae","Myxine",0,"absent","",852683,"","Myxine_glutinosa","","temperate"
"551",551,"Haplochromis burtoni","Cichliformes","Cichlidae","Haplochromis",NA,"present","y",710025,"sibling_higher","Haplochromis_burtoni","","NA"
"552",552,"Scyliorhinus torazame","Carcharhiniformes","Scyliorhinidae","Scyliorhinus",3.5,"present","",266108,"","Scyliorhinus_torazame","","subtropical"
"553",553,"Oncorhynchus masou ishikawae","Salmoniformes","Salmonidae","Oncorhynchus",2,"present","y",982414,"infraspecific","Oncorhynchus_masou ishikawae","","NA"
"554",554,"Hypomesus japonicus","Osmeriformes","Osmeridae","Hypomesus",3,"present","",664219,"","Hypomesus_japonicus","","temperate"
"555",555,"Hexagrammos octogrammus","Perciformes","Hexagrammidae","Hexagrammos",3,"present","",185862,"","Hexagrammos_octogrammus","","boreal, polar, subtropical, temperate"
"556",556,"Pungitius pungitius pungitius","Perciformes","Gasterosteidae","Pungitius",1,"present","",561267,"infraspecific","Pungitius_pungitius pungitius","","NA"
"557",557,"Parupeneus multifasciatus","Syngnathiformes","Mullidae","Parupeneus",0,"absent","",295485,"","Parupeneus_multifasciatus","","tropical"
"558",558,"Hippocampus barbouri","Syngnathiformes","Syngnathidae","Hippocampus",1,"present","y",279994,"","Hippocampus_barbouri","","tropical"
"559",559,"Huso huso","Acipenseriformes","Acipenseridae","Huso",NA,"present","y",751886,"","Huso_huso","","temperate"
"560",560,"Thunnus thynnus","Scombriformes","Scombridae","Thunnus",0,"absent","y",833184,"","Thunnus_thynnus","","temperate"
"561",561,"Labeo rohita","Cypriniformes","Cyprinidae","Labeo",NA,"present","y",160616,"sibling_higher","Labeo_rohita","","tropical"
"562",562,"Lates calcarifer","Acanthomorphata","Centropomidae","Lates",NA,"present","y",437601,"incertae_sedis_inherited","Lates_calcarifer","","tropical"
"563",563,"Channa argus","Anabantiformes","Channidae","Channa",NA,"present","y",229205,"","Channa_argus","","temperate"
"564",564,"Sparus aurata","Spariformes","Sparidae","Sparus",NA,"present","y",760723,"","Sparus_aurata","","subtropical"
"565",565,"Lateolabrax maculatus","Pempheriformes","Lateolabracidae","Lateolabrax",NA,"present","y",331155,"","Lateolabrax_maculatus","","NA"
"566",566,"Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",165375,"","Oncorhynchus_nerka","","boreal, temperate"
"567",567,"Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Oncorhynchus",1,"present","y",739927,"","Oncorhynchus_gorbuscha","","boreal"
"568",568,"Oncorhynchus keta","Salmoniformes","Salmonidae","Oncorhynchus",1,"present","y",739921,"","Oncorhynchus_keta","","boreal"
"569",569,"Salvelinus leucomaenis pluvius","Salmoniformes","Salmonidae","Salvelinus",3,"present","",688314,"infraspecific","Salvelinus_leucomaenis pluvius","","NA"
"570",570,"Atractosteus tropicus","Semionotiformes","Lepisosteidae","Atractosteus",1,"present","",124014,"","Atractosteus_tropicus","","NA"
"571",571,"Eptatretus atami","Myxiniformes","Myxinidae","Eptatretus",0,"absent","",995305,"","Eptatretus_atami","","subtropical, temperate"
"572",572,"Macropodus opercularis","Anabantiformes","Osphronemidae","Macropodus",0,"absent","y",1033367,"","Macropodus_opercularis","","temperate, tropical"
"573",573,"Gymnotus carapo","Gymnotiformes","Gymnotidae","Gymnotus",NA,"present","",445408,"","Gymnotus_carapo","","tropical"
"574",574,"Parablennius incognitus","Blenniiformes","Blenniidae","Parablennius",NA,"present","",586329,"","Parablennius_incognitus","","subtropical"
"575",575,"Totoaba macdonaldi","Perciformes","Sciaenidae","Totoaba",3,"present","",750990,"","Totoaba_macdonaldi","","subtropical"
"576",576,"Ameiurus nebulosus","Siluriformes","Ictaluridae","Ameiurus",3,"present","",804481,"","Ameiurus_nebulosus","","boreal, temperate"
"577",577,"Myxocyprinus asiaticus","Cypriniformes","Catostomidae","Myxocyprinus",NA,"present","y",141409,"","Myxocyprinus_asiaticus","","NA"
"578",578,"Oncorhynchus kisutch","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",739917,"","Oncorhynchus_kisutch","","temperate"
"579",579,"Ophiodon elongatus","Perciformes","Hexagrammidae","Ophiodon",3,"present","y",849032,"","Ophiodon_elongatus","","boreal, subtropical, temperate"
"580",580,"Rineloricaria heteroptera","Siluriformes","Loricariidae","Rineloricaria",0,"absent","",3622766,"","Rineloricaria_heteroptera","","tropical"
"581",581,"Opsanus tau","Batrachoidiformes","Batrachoididae","Opsanus",3.5,"present","",62631,"","Opsanus_tau","","subtropical, temperate"
"582",582,"Periophthalmus modestus","Gobiiformes","Gobiidae","Periophthalmus",0,"absent","y",736100,"","Periophthalmus_modestus","","subtropical"
"583",583,"Odontobutis sinensis","Gobiiformes","Odontobutidae","Odontobutis",0,"absent","",755258,"","Odontobutis_sinensis","","temperate"
"584",584,"Polypterus senegalus","Polypteriformes","Polypteridae","Polypterus",NA,"present","y",1064124,"","Polypterus_senegalus","","tropical"
"585",585,"Salmo trutta fario","Salmoniformes","Salmonidae","Salmo",3.5,"present","",883834,"infraspecific","Salmo_trutta fario","","NA"
"586",586,"Salmo trutta","Salmoniformes","Salmonidae","Salmo",NA,"present","y",688332,"","Salmo_trutta","","temperate"
"587",587,"Salvelinus alpinus","Salmoniformes","Salmonidae","Salvelinus",NA,"present","y",688324,"","Salvelinus_alpinus","","boreal, polar"
"588",588,"Sander vitreus","Perciformes","Percidae","Sander",0,"absent","y",557687,"","Sander_vitreus","","boreal, temperate"
"589",589,"Sebastes oblongus","Perciformes","Sebastidae","Sebastes",3.5,"present","y",778325,"sibling_higher","Sebastes_oblongus","","subtropical, temperate"
"590",590,"Chimaera phantasma","Chimaeriformes","Chimaeridae","Chimaera",NA,"present","",194652,"","Chimaera_phantasma","","subtropical, temperate, tropical"
"591",591,"Mustelus manazo","Carcharhiniformes","Triakidae","Mustelus",NA,"present","",573813,"","Mustelus_manazo","","tropical"
"592",592,"Etmopterus brachyurus","Squaliformes","Etmopteridae","Etmopterus",NA,"present","",624099,"","Etmopterus_brachyurus","","subtropical, tropical"
"593",593,"Centroscymnus coelolepis","Squaliformes","Somniosidae","Centroscymnus",NA,"present","",304656,"","Centroscymnus_coelolepis","","temperate"
"594",594,"Centroscymnus owstoni","Squaliformes","Somniosidae","Centroscymnus",NA,"present","",745562,"","Centroscymnus_owstoni","","NA"
"595",595,"Deania hystricosa","Squaliformes","Centrophoridae","Deania",NA,"present","",832506,"","Deania_hystricosa","","subtropical"
"596",596,"Centrophorus squamosus","Squaliformes","Centrophoridae","Centrophorus",NA,"present","",449785,"","Centrophorus_squamosus","","subtropical"
"597",597,"Okamejei kenojei","Rajiformes","Rajidae","Okamejei",NA,"present","",167107,"","Okamejei_kenojei","","subtropical"
"598",598,"Aluterus scriptus","Tetraodontiformes","Monacanthidae","Aluterus",NA,"present","",959206,"","Aluterus_scriptus","","tropical"
"599",599,"Xiphophorus maculatus","Cyprinodontiformes","Poeciliidae","Xiphophorus",0,"absent","y",416852,"","Xiphophorus_maculatus","","NA"
"600",600,"Neolebias unifasciatus","Characiformes","Distichodontidae","Neolebias",0,"absent","",3624643,"","Neolebias_unifasciatus","y","tropical"
"601",601,"Latimeria chalumnae","Coelacanthiformes","Latimeriidae","Latimeria",0.5,"present","",773491,"","Latimeria_chalumnae","","subtropical, tropical"
"602",602,"Austrolebias charrua","Cyprinodontiformes","Rivulidae","Austrolebias",0,"absent","y",688711,"","Austrolebias_charrua","","tropical"
"603",603,"Aethotaxis mitopteryx","Perciformes/Notothenioidei","Nototheniidae","Aethotaxis",1,"present","",303038,"extinct_inherited, incertae_sedis","Aethotaxis_mitopteryx","","polar, subtropical"
"604",604,"Distichodus affinis","Characiformes","Distichodontidae","Distichodus",1,"present","",912276,"","Distichodus_affinis","","tropical"
"605",605,"Percalates colonorum","Centrarchiformes","Percalatidae","Percalates",1,"present","y",538644,"","Percalates_colonorum","","NA"
"606",606,"Austrolebias affinis","Cyprinodontiformes","Rivulidae","Austrolebias",3,"present","",1018474,"","Austrolebias_affinis","","subtropical, tropical"
"607",607,"Hydrolagus colliei","Chimaeriformes","Chimaeridae","Hydrolagus",3,"present","",29493,"extinct_inherited, incertae_sedis","Hydrolagus_colliei","","subtropical"
"608",608,"Kryptolebias marmoratus","Cyprinodontiformes","Rivulidae","Kryptolebias",0,"absent","y",229709,"","Kryptolebias_marmoratus","","tropical"
